Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
150,50,,6240,5,4,1936,1950,0.0,0,0,896,896,896,448,0,1344,0,0,1,0,3,1,7,0,1936.0,1,240,200,114,0,0,0,0,0,4,2006,115000
151,20,120.0,10356,5,6,1975,1975,0.0,716,0,253,969,969,0,0,969,0,0,1,1,3,1,5,0,1975.0,2,440,0,0,0,0,0,0,0,1,2007,122000
152,20,107.0,13891,8,5,2007,2008,436.0,1400,0,310,1710,1710,0,0,1710,1,0,2,0,2,1,6,1,2007.0,3,866,0,102,0,0,0,0,0,1,2008,372402
153,60,,14803,6,5,1971,1971,252.0,416,0,409,825,1097,896,0,1993,0,0,2,1,4,1,8,1,1971.0,2,495,0,66,0,0,0,0,0,6,2006,190000
154,20,,13500,6,7,1960,1975,0.0,429,1080,93,1602,1252,0,0,1252,1,0,1,0,1,1,4,1,1960.0,2,564,409,0,0,0,0,0,0,3,2008,235000
155,30,84.0,11340,6,5,1923,1950,0.0,0,0,1200,1200,1200,0,0,1200,0,0,1,0,4,1,7,0,1923.0,1,312,0,0,228,0,0,0,0,3,2006,125000
156,50,60.0,9600,6,5,1924,1950,0.0,0,0,572,572,572,524,0,1096,0,0,1,0,2,1,5,0,,0,0,0,8,128,0,0,0,0,4,2008,79000
157,20,60.0,7200,5,7,1950,1950,0.0,0,0,0,0,1040,0,0,1040,0,0,1,0,2,1,5,0,1950.0,2,625,0,0,0,0,0,0,0,6,2006,109500
158,60,92.0,12003,8,5,2009,2010,84.0,0,0,774,774,774,1194,0,1968,0,0,2,1,4,1,8,1,2009.0,3,680,0,75,0,0,0,0,0,5,2010,269500
159,60,100.0,12552,7,5,2004,2005,0.0,222,0,769,991,991,956,0,1947,0,0,2,1,3,1,8,1,2004.0,2,678,0,136,0,0,0,0,0,5,2010,254900
160,60,134.0,19378,7,5,2005,2006,456.0,57,0,1335,1392,1392,1070,0,2462,1,0,2,1,4,1,9,1,2006.0,2,576,239,132,0,168,0,0,0,3,2006,320000
161,20,,11120,6,6,1984,1984,0.0,660,0,572,1232,1232,0,0,1232,0,0,2,0,3,1,6,0,1984.0,2,516,0,0,0,0,0,0,0,6,2008,162500
162,60,110.0,13688,9,5,2003,2004,664.0,1016,0,556,1572,1572,1096,0,2668,1,0,2,1,3,1,10,2,2003.0,3,726,400,0,0,0,0,0,0,3,2008,412500
163,20,95.0,12182,7,5,2005,2005,226.0,1201,0,340,1541,1541,0,0,1541,0,0,2,0,3,1,7,1,2005.0,2,532,0,70,0,0,0,0,0,5,2010,220000
164,45,55.0,5500,4,6,1956,1956,0.0,0,0,882,882,882,0,0,882,0,0,1,0,1,1,4,0,,0,0,0,0,0,0,0,0,0,4,2007,103200
165,40,40.0,5400,6,7,1926,2004,0.0,370,0,779,1149,1149,467,0,1616,0,0,2,0,3,1,5,0,1926.0,1,216,0,0,183,0,0,0,0,10,2007,152000
166,190,62.0,10106,5,7,1940,1999,0.0,351,181,112,644,808,547,0,1355,1,0,2,0,4,2,6,0,,0,0,140,0,0,0,0,0,0,9,2008,127500
167,20,,10708,5,5,1955,1993,0.0,379,768,470,1617,1867,0,0,1867,1,0,1,0,2,1,7,3,1955.0,1,303,476,0,0,0,142,0,0,11,2009,190000
168,60,86.0,10562,8,5,2007,2007,300.0,1288,0,294,1582,1610,551,0,2161,1,0,1,1,3,1,8,1,2007.0,3,789,178,120,0,0,0,0,0,11,2007,325624
169,60,62.0,8244,7,5,2004,2004,0.0,0,0,840,840,840,880,0,1720,0,0,2,1,3,1,7,1,2004.0,2,440,100,48,0,0,0,0,0,5,2007,183500
170,20,,16669,8,6,1981,1981,653.0,0,0,1686,1686,1707,0,0,1707,0,0,2,1,2,1,6,1,1981.0,2,511,574,64,0,0,0,0,0,1,2006,228000
171,50,,12358,5,6,1941,1950,0.0,360,0,360,720,854,0,528,1382,0,0,1,1,2,1,7,0,1991.0,2,660,237,0,0,0,0,0,0,5,2007,128500
172,20,141.0,31770,6,5,1960,1960,112.0,639,0,441,1080,1656,0,0,1656,1,0,1,0,3,1,7,2,1960.0,2,528,210,62,0,0,0,0,0,5,2010,215000
173,160,44.0,5306,7,7,1987,1987,0.0,495,215,354,1064,1064,703,0,1767,1,0,2,0,2,1,5,1,1987.0,2,504,441,35,0,0,0,0,0,6,2006,239000
174,20,80.0,10197,6,5,1961,1961,491.0,288,374,700,1362,1362,0,0,1362,1,0,1,1,3,1,6,1,1961.0,2,504,0,20,0,0,0,0,0,6,2008,163000
175,20,47.0,12416,6,5,1986,1986,132.0,1398,208,0,1606,1651,0,0,1651,1,0,2,0,3,1,7,1,1986.0,2,616,192,0,0,0,0,0,0,11,2008,184000
176,20,84.0,12615,6,7,1950,2001,0.0,477,0,725,1202,2158,0,0,2158,1,0,2,0,4,1,7,1,1950.0,2,576,0,29,39,0,0,0,0,6,2007,243000
177,60,97.0,10029,6,5,1988,1989,268.0,831,0,320,1151,1164,896,0,2060,0,1,2,1,4,1,8,1,1988.0,2,521,0,228,0,0,192,0,0,9,2007,211000
178,50,,13650,5,5,1958,1958,0.0,57,441,554,1052,1252,668,0,1920,1,0,2,0,4,1,8,1,1958.0,2,451,0,0,0,0,0,0,0,7,2006,172500
179,20,63.0,17423,9,5,2008,2009,748.0,1904,0,312,2216,2234,0,0,2234,1,0,2,0,1,1,9,1,2009.0,3,1166,0,60,0,0,0,0,0,7,2009,501837
180,30,60.0,8520,5,6,1923,2006,0.0,0,0,968,968,968,0,0,968,0,0,1,0,2,1,5,0,1935.0,2,480,0,0,184,0,0,0,0,7,2007,100000
181,160,,2117,6,5,2000,2000,456.0,436,0,320,756,769,756,0,1525,0,0,2,1,3,1,5,1,2000.0,2,440,0,0,0,0,0,0,0,6,2007,177000
182,70,54.0,7588,7,6,1920,1950,0.0,352,0,441,793,901,901,0,1802,0,0,1,1,4,1,9,1,1920.0,1,216,0,0,40,0,0,0,0,7,2006,200100
183,20,60.0,9060,5,6,1957,2006,98.0,0,0,0,0,1340,0,0,1340,0,0,1,0,3,1,7,1,1957.0,1,252,116,0,0,180,0,0,0,6,2007,120000
184,50,63.0,11426,7,5,2003,2003,0.0,0,0,1362,1362,1362,720,0,2082,0,0,2,1,3,1,6,0,2003.0,2,484,280,238,0,0,0,0,0,6,2008,200000
185,50,92.0,7438,5,8,1908,1991,0.0,0,0,504,504,936,316,0,1252,0,0,1,0,3,1,5,0,1986.0,2,576,104,0,0,0,0,0,0,6,2006,127000
186,75,90.0,22950,10,9,1892,1993,0.0,0,0,1107,1107,1518,1518,572,3608,0,0,2,1,4,1,12,2,1993.0,3,840,0,260,0,0,410,0,0,6,2006,475000
187,80,,9947,7,5,1990,1991,0.0,611,0,577,1188,1217,0,0,1217,1,0,2,0,3,1,6,0,1990.0,2,497,168,27,0,0,0,0,0,6,2009,173000
188,50,60.0,10410,5,7,1916,1987,0.0,0,0,660,660,808,704,144,1656,0,0,2,1,3,1,8,0,1916.0,1,180,0,0,0,140,0,0,0,8,2009,135000
189,90,64.0,7018,5,5,1979,1979,275.0,1086,0,0,1086,1224,0,0,1224,2,0,0,2,2,2,6,2,1979.0,2,528,120,0,0,0,0,0,0,6,2009,153337
190,120,41.0,4923,8,5,2001,2002,0.0,1153,0,440,1593,1593,0,0,1593,1,0,1,1,0,1,5,1,2001.0,2,682,0,120,0,0,224,0,0,8,2008,286000
191,70,70.0,10570,8,8,1932,1994,0.0,297,0,556,853,1549,1178,0,2727,0,0,2,1,3,1,10,2,1932.0,2,440,0,74,0,0,0,0,0,12,2007,315000
192,60,,7472,7,9,1972,2004,138.0,626,0,99,725,725,754,0,1479,1,0,1,1,4,1,7,0,1972.0,2,484,0,32,0,0,0,0,0,6,2007,184000
193,20,68.0,9017,7,5,1999,1999,0.0,560,0,871,1431,1431,0,0,1431,1,0,2,0,3,1,6,0,1999.0,2,666,0,35,0,0,0,0,0,9,2009,192000
194,160,24.0,2522,7,5,2004,2004,50.0,0,0,970,970,970,739,0,1709,0,0,2,0,3,1,7,0,2004.0,2,380,0,40,0,0,0,0,0,5,2006,130000
195,20,60.0,7180,5,7,1972,1972,0.0,390,0,474,864,864,0,0,864,0,0,1,0,3,1,5,0,1989.0,1,352,0,0,0,0,0,0,0,5,2008,127000
196,160,24.0,2280,6,6,1976,1976,0.0,566,0,289,855,855,601,0,1456,0,0,2,1,3,1,7,1,1976.0,2,440,87,0,0,0,0,0,0,7,2009,148500
197,20,79.0,9416,7,5,2007,2007,205.0,1126,0,600,1726,1726,0,0,1726,1,0,2,0,3,1,8,1,2007.0,3,786,171,138,0,0,266,0,0,9,2007,311872
198,75,174.0,25419,8,4,1918,1990,0.0,1036,184,140,1360,1360,1360,392,3112,1,1,2,0,4,1,8,1,1918.0,2,795,0,16,552,0,0,512,0,3,2006,235000
199,75,92.0,5520,6,6,1912,1950,0.0,0,0,755,755,929,929,371,2229,0,0,1,0,5,1,8,0,,0,0,0,198,30,0,0,0,0,7,2009,104000
200,20,76.0,9591,8,5,2004,2005,262.0,1088,0,625,1713,1713,0,0,1713,1,0,2,0,3,1,7,1,2004.0,3,856,0,26,0,0,170,0,0,1,2009,274900
201,20,80.0,8546,4,5,2003,2004,0.0,0,0,1121,1121,1121,0,0,1121,0,0,2,0,2,1,5,0,2003.0,2,440,132,64,0,0,0,0,0,3,2010,140000
202,20,75.0,10125,6,6,1977,1977,0.0,641,279,276,1196,1279,0,0,1279,0,1,2,0,3,1,6,2,1980.0,2,473,238,83,0,0,0,0,0,2,2008,171500
203,50,50.0,7000,6,6,1924,1950,0.0,617,0,0,617,865,445,0,1310,0,0,2,0,2,1,6,0,1924.0,1,398,0,0,126,0,0,0,0,5,2006,112000
204,120,,4438,6,5,2004,2004,205.0,662,0,186,848,848,0,0,848,1,0,1,0,1,1,3,1,2004.0,2,420,149,0,0,0,0,0,0,1,2008,149000
205,50,50.0,3500,5,7,1947,1950,0.0,312,0,408,720,720,564,0,1284,0,0,1,1,2,1,5,0,1948.0,1,240,0,35,0,0,0,0,0,4,2009,110000
206,20,99.0,11851,7,5,1990,1990,0.0,0,0,1424,1424,1442,0,0,1442,0,0,2,0,3,1,5,0,1990.0,2,500,0,34,0,508,0,0,0,5,2009,180500
207,20,40.0,13673,5,5,1962,1962,0.0,0,0,1140,1140,1696,0,0,1696,0,0,1,1,3,1,8,1,1962.0,1,349,0,30,0,0,0,0,0,3,2007,143900
208,20,,12493,4,5,1960,1960,0.0,419,306,375,1100,1100,0,0,1100,1,0,1,0,3,1,6,1,1960.0,1,312,355,0,0,0,0,0,0,4,2008,141000
209,60,,14364,7,5,1988,1989,128.0,1065,0,92,1157,1180,882,0,2062,1,0,2,1,3,1,7,1,1988.0,2,454,60,55,0,0,154,0,0,4,2007,277000
210,20,75.0,8250,6,7,1964,1964,260.0,787,0,305,1092,1092,0,0,1092,1,0,1,0,3,1,6,0,1964.0,2,504,0,0,0,0,0,0,0,7,2008,145000
211,30,67.0,5604,5,6,1925,1950,0.0,468,0,396,864,864,0,0,864,1,0,1,0,2,1,5,0,,0,0,0,0,96,0,0,0,0,4,2008,98000
212,20,83.0,10420,6,5,2009,2009,0.0,36,0,1176,1212,1212,0,0,1212,0,0,2,0,3,1,6,0,2009.0,2,460,100,22,0,0,0,0,0,3,2010,186000
213,60,72.0,8640,7,5,2009,2009,0.0,822,0,78,900,932,920,0,1852,1,0,2,1,3,1,7,1,2009.0,2,644,168,108,0,0,0,0,0,7,2009,252678
214,20,43.0,13568,5,5,1995,1995,0.0,716,0,274,990,990,0,0,990,0,1,1,0,3,1,5,0,1996.0,2,576,224,0,0,0,0,0,0,7,2006,156000
215,60,,10900,6,7,1977,1977,153.0,378,0,311,689,689,703,0,1392,0,0,1,1,3,1,6,0,1977.0,1,299,0,36,0,0,0,0,450,3,2010,161750
216,20,72.0,10011,5,6,1957,1996,64.0,360,0,710,1070,1236,0,0,1236,0,1,1,0,2,1,6,1,1957.0,1,447,0,0,0,0,0,0,0,5,2006,134450
217,20,65.0,8450,7,5,2004,2004,266.0,946,0,490,1436,1436,0,0,1436,1,0,2,0,3,1,8,0,2004.0,2,484,139,98,0,0,0,0,0,4,2008,210000
218,70,57.0,9906,4,4,1925,1950,0.0,0,0,686,686,810,518,0,1328,0,0,1,0,3,1,8,0,1940.0,1,210,0,172,60,0,0,0,0,9,2006,107000
219,50,,15660,7,9,1939,2006,312.0,341,0,457,798,1137,817,0,1954,0,1,1,1,3,1,8,2,1939.0,2,431,0,119,150,0,0,0,0,5,2008,311500
220,120,43.0,3010,7,5,2005,2006,16.0,16,0,1232,1248,1248,0,0,1248,0,0,2,0,2,1,5,0,2005.0,2,438,108,0,0,0,0,0,0,3,2006,167240
221,20,73.0,8990,7,5,2006,2006,0.0,0,0,1498,1498,1498,0,0,1498,0,0,2,0,2,1,5,0,2006.0,2,675,351,33,0,0,0,0,0,4,2006,204900
222,60,,8068,6,5,2002,2002,0.0,0,0,1010,1010,1010,1257,0,2267,0,0,2,1,4,1,8,1,2002.0,2,390,120,46,0,0,0,0,0,12,2009,200000
223,60,85.0,11475,6,6,1975,1975,0.0,550,0,163,713,811,741,0,1552,1,0,2,1,3,1,6,1,1975.0,2,434,209,208,0,0,0,0,0,2,2006,179900
224,20,70.0,10500,4,6,1971,1971,0.0,524,180,160,864,864,0,0,864,0,0,1,0,2,1,4,0,1989.0,2,576,216,0,0,0,0,0,0,3,2009,97000
225,20,103.0,13472,10,5,2003,2003,922.0,56,0,2336,2392,2392,0,0,2392,0,0,2,0,3,1,8,1,2003.0,3,968,248,105,0,0,0,0,0,6,2009,386250
226,160,21.0,1680,5,5,1971,1971,142.0,0,0,630,630,630,672,0,1302,0,0,2,1,3,1,6,0,1991.0,1,280,0,0,0,0,0,0,0,5,2009,112000
227,60,82.0,9950,7,5,1995,1995,290.0,565,0,638,1203,1214,1306,0,2520,0,0,2,1,4,1,9,1,1995.0,3,721,224,114,0,0,0,0,0,6,2007,290000
228,160,21.0,1869,6,6,1970,1970,127.0,321,0,162,483,483,504,0,987,0,0,1,1,2,1,5,0,1987.0,1,280,0,0,0,0,0,0,0,9,2008,106000
229,20,70.0,8521,5,5,1967,1967,0.0,842,0,70,912,912,0,0,912,0,0,1,0,3,1,5,1,1974.0,1,336,0,0,0,0,0,0,0,5,2010,125000
230,120,43.0,3182,7,5,2005,2006,16.0,16,0,1357,1373,1555,0,0,1555,0,0,2,0,2,1,7,1,2005.0,2,430,143,20,0,0,0,0,0,5,2009,192500
231,20,73.0,8760,6,6,1959,1959,220.0,0,0,1194,1194,1194,0,0,1194,1,0,1,0,3,1,6,0,1959.0,1,312,0,0,120,0,0,0,0,4,2010,148000
232,60,174.0,15138,8,5,1995,1996,506.0,689,0,773,1462,1490,1304,0,2794,1,0,2,1,4,1,9,1,1995.0,3,810,0,146,202,0,0,0,0,7,2009,403000
233,160,21.0,1680,6,5,1972,1972,297.0,0,0,483,483,483,504,0,987,0,0,1,1,2,1,5,1,1972.0,1,288,0,0,0,0,0,0,0,6,2006,94500
234,20,75.0,10650,5,6,1976,1976,0.0,182,712,0,894,894,0,0,894,1,0,1,0,3,1,5,0,1976.0,1,308,365,0,0,0,0,0,0,2,2010,128200
235,60,,7851,6,5,2002,2002,,625,0,235,860,860,1100,0,1960,1,0,2,1,4,1,8,2,2002.0,2,440,288,48,0,0,0,0,0,5,2010,216500
236,160,21.0,1680,6,3,1971,1971,604.0,358,0,125,483,483,504,0,987,0,0,1,1,2,1,5,0,1971.0,1,264,0,0,0,0,0,0,0,8,2008,89500
237,20,65.0,8773,7,5,2004,2004,98.0,24,0,1390,1414,1414,0,0,1414,0,0,2,0,3,1,6,0,2004.0,2,494,132,105,0,0,0,0,0,5,2010,185500
238,60,,9453,7,7,1993,2003,0.0,402,0,594,996,1014,730,0,1744,0,0,2,1,3,1,7,0,1993.0,2,457,370,70,0,238,0,0,0,2,2010,194500
239,20,93.0,12030,8,5,2007,2007,254.0,0,0,1694,1694,1694,0,0,1694,0,0,2,0,3,1,7,0,2007.0,3,818,168,228,0,0,0,0,0,12,2007,318000
240,50,52.0,8741,6,4,1945,1950,0.0,94,0,641,735,798,689,0,1487,0,0,1,1,3,1,7,1,1949.0,1,220,0,140,0,0,0,0,0,4,2010,113000
241,20,75.0,9000,8,5,2008,2008,36.0,1078,0,488,1566,1566,0,0,1566,1,0,2,0,3,1,7,0,2008.0,2,750,144,168,0,0,0,0,0,4,2010,262500
242,30,40.0,3880,5,9,1945,1997,0.0,329,0,357,686,866,0,0,866,0,0,1,0,2,1,4,0,,0,0,58,42,0,0,0,0,0,8,2007,110500
243,50,63.0,5000,5,4,1900,1950,0.0,0,0,540,540,889,551,0,1440,0,0,1,0,3,1,6,0,1940.0,1,352,0,0,77,0,0,0,0,4,2006,79000
244,160,75.0,10762,6,6,1980,1980,0.0,0,0,626,626,626,591,0,1217,0,0,1,1,3,1,6,1,1980.0,1,288,0,28,0,0,0,0,0,4,2009,120000
245,60,,8880,7,5,1994,2002,0.0,695,0,253,948,1222,888,0,2110,1,0,2,1,3,1,8,2,1994.0,2,463,0,130,0,0,0,0,0,5,2010,205000
246,20,80.0,10400,7,5,1988,1988,102.0,929,0,916,1845,1872,0,0,1872,0,1,2,0,3,1,6,1,1988.0,2,604,197,39,0,0,0,0,0,6,2006,241500
247,190,69.0,9142,6,8,1910,1950,0.0,0,0,1020,1020,908,1020,0,1928,0,0,2,0,4,2,9,0,1910.0,1,440,0,60,112,0,0,0,0,4,2006,137000
248,20,75.0,11310,6,5,1954,1954,0.0,0,0,1367,1367,1375,0,0,1375,0,0,1,0,2,1,5,1,1954.0,2,451,0,30,0,0,0,0,0,6,2006,140000
249,60,72.0,11317,7,5,2003,2003,101.0,0,0,840,840,840,828,0,1668,0,0,2,1,3,1,8,0,2003.0,2,500,144,68,0,0,0,0,0,9,2007,180000
250,50,,159000,6,7,1958,2006,472.0,697,0,747,1444,1444,700,0,2144,0,1,2,0,4,1,7,2,1958.0,2,389,0,98,0,0,0,0,500,6,2007,277000
251,30,55.0,5350,3,2,1940,1966,0.0,0,0,728,728,1306,0,0,1306,0,0,1,0,3,1,6,0,,0,0,263,0,0,0,0,0,450,5,2010,76500
252,120,44.0,4750,8,5,2006,2007,481.0,1573,0,0,1573,1625,0,0,1625,1,1,2,0,2,1,5,1,2006.0,2,538,123,0,0,0,153,0,0,12,2007,235000
253,60,65.0,8366,6,5,2004,2004,0.0,0,0,798,798,798,842,0,1640,0,0,2,1,3,1,6,0,2004.0,2,520,138,45,0,0,0,0,0,12,2008,173000
254,80,85.0,9350,6,7,1964,1991,108.0,270,580,452,1302,1302,0,0,1302,0,1,2,0,3,1,7,0,1964.0,1,309,333,0,0,0,0,0,0,10,2007,158000
255,20,70.0,8400,5,6,1957,1957,0.0,922,0,392,1314,1314,0,0,1314,1,0,1,0,3,1,5,0,1957.0,1,294,250,0,0,0,0,0,0,6,2010,145000
256,60,66.0,8738,7,5,1999,1999,302.0,0,0,975,975,1005,1286,0,2291,0,0,2,1,4,1,8,1,1999.0,2,429,192,0,0,0,0,0,0,2,2006,230000
257,60,64.0,8791,6,5,2003,2003,0.0,503,0,361,864,864,864,0,1728,0,0,2,1,3,1,7,0,2003.0,2,673,216,56,0,0,0,0,0,5,2008,207500
258,20,68.0,8814,7,5,2006,2006,180.0,1334,0,270,1604,1604,0,0,1604,1,0,2,1,3,1,8,1,2006.0,2,660,123,110,0,0,0,0,0,3,2009,220000
259,60,80.0,12435,7,5,2001,2001,172.0,361,0,602,963,963,829,0,1792,0,0,2,1,3,1,7,1,2001.0,2,564,0,96,0,245,0,0,0,5,2008,231500
260,20,70.0,12702,5,5,1956,1956,0.0,0,0,0,0,882,0,0,882,0,0,1,0,2,1,4,0,1956.0,1,308,0,45,0,0,0,0,0,12,2008,97000
261,80,120.0,19296,6,5,1962,1962,399.0,672,690,0,1362,1382,0,0,1382,1,0,1,0,3,1,6,1,1991.0,2,884,0,0,252,0,0,0,0,5,2009,176000
262,60,69.0,9588,8,5,2007,2007,270.0,0,0,1482,1482,1482,1092,0,2574,0,0,2,1,3,1,10,1,2007.0,3,868,0,148,0,0,0,0,0,11,2007,276000
263,80,88.0,8471,6,7,1977,1995,46.0,506,0,0,506,1212,0,0,1212,1,0,1,0,3,1,6,1,1978.0,2,492,292,12,0,0,0,0,0,7,2006,151000
264,50,50.0,5500,5,7,1929,2001,0.0,234,692,0,926,926,0,390,1316,1,0,1,0,3,1,6,0,1974.0,2,484,0,0,0,0,0,0,0,4,2010,130000
265,30,30.0,5232,5,5,1925,2004,0.0,0,0,680,680,764,0,0,764,0,0,1,0,2,1,4,0,1965.0,2,504,0,0,0,0,0,0,0,6,2008,73000
266,20,78.0,12090,6,6,1981,1981,210.0,588,228,606,1422,1422,0,0,1422,0,0,2,0,3,1,7,1,1981.0,2,576,276,0,0,0,0,0,0,6,2008,175500
267,60,70.0,11207,6,5,1997,1997,0.0,714,0,88,802,802,709,0,1511,1,0,2,1,3,1,8,1,1997.0,2,413,95,75,0,0,0,0,0,6,2006,185000
268,75,60.0,8400,5,8,1939,1997,0.0,378,0,342,720,1052,720,420,2192,0,0,2,1,4,1,8,1,1939.0,1,240,262,24,0,0,0,0,0,7,2008,179500
269,30,71.0,6900,5,6,1940,1955,0.0,403,125,212,740,778,0,0,778,0,0,1,0,2,1,4,1,1966.0,1,924,0,25,0,0,0,0,0,2,2008,120500
270,20,,7917,6,7,1976,1976,174.0,751,0,392,1143,1113,0,0,1113,1,0,1,1,3,1,6,1,1987.0,1,504,370,30,0,0,0,0,0,5,2007,148000
271,60,84.0,10728,8,5,2006,2006,0.0,0,0,1095,1095,1095,844,0,1939,0,0,2,1,3,1,8,1,2006.0,3,1053,192,51,0,0,0,0,0,8,2006,266000
272,20,73.0,39104,7,7,1954,2005,0.0,226,1063,96,1385,1363,0,0,1363,1,0,1,0,2,1,5,2,1954.0,2,439,81,0,0,0,0,0,0,4,2008,241500
273,60,92.0,11764,8,7,1999,2007,348.0,524,0,628,1152,1164,1106,0,2270,0,0,2,1,4,1,9,1,1999.0,3,671,132,57,0,0,0,0,0,4,2010,290000
274,20,80.0,9600,6,6,1958,1988,183.0,620,620,0,1240,1632,0,0,1632,1,0,2,0,3,1,6,1,1958.0,1,338,289,0,0,0,0,0,0,4,2009,139000
275,20,76.0,8314,5,7,1982,1982,0.0,546,0,270,816,816,0,0,816,0,0,1,0,2,1,5,0,1982.0,1,264,168,0,0,0,0,0,0,6,2007,124500
276,50,55.0,7264,7,7,1925,2007,0.0,0,0,952,952,952,596,0,1548,0,0,2,1,3,1,5,0,1978.0,2,672,74,0,0,0,144,0,0,10,2009,205000
277,20,129.0,9196,7,5,2003,2003,0.0,0,0,1560,1560,1560,0,0,1560,0,0,2,0,3,1,7,0,2003.0,2,573,100,150,0,0,0,0,0,4,2010,201000
278,20,140.0,19138,4,5,1951,1951,0.0,120,0,744,864,864,0,0,864,0,0,1,0,2,1,4,0,1951.0,2,400,0,0,0,0,0,0,0,6,2010,141000
279,20,107.0,14450,9,5,2006,2007,315.0,0,0,2121,2121,2121,0,0,2121,0,0,2,1,3,1,8,1,2007.0,3,732,124,98,0,0,142,0,0,5,2007,415298
280,60,83.0,10005,7,5,1977,1977,299.0,392,0,768,1160,1156,866,0,2022,0,0,2,1,4,1,8,1,1977.0,2,505,288,117,0,0,0,0,0,3,2008,192000
281,60,82.0,11287,7,6,1989,1989,340.0,421,0,386,807,1175,807,0,1982,0,0,2,1,3,1,7,1,1989.0,2,575,0,84,0,196,0,0,0,1,2007,228500
282,20,60.0,7200,6,5,2006,2006,68.0,905,0,357,1262,1262,0,0,1262,0,0,2,0,2,1,5,0,2006.0,2,572,0,120,0,0,0,0,0,5,2006,185000
283,120,34.0,5063,7,5,2007,2008,166.0,904,0,410,1314,1314,0,0,1314,1,0,2,0,2,1,6,1,2008.0,2,626,172,62,0,0,0,0,0,4,2009,207500
284,20,74.0,9612,8,5,2008,2009,72.0,0,0,1468,1468,1468,0,0,1468,0,0,2,0,3,1,6,1,2008.0,3,898,210,150,0,0,0,0,0,12,2009,244600
285,120,50.0,8012,6,5,1992,1992,0.0,430,0,1145,1575,1575,0,0,1575,1,0,2,0,2,1,5,0,1992.0,2,529,0,0,52,0,0,0,0,7,2007,179200
286,160,35.0,4251,7,5,2006,2007,0.0,0,0,625,625,625,625,0,1250,0,0,2,1,2,1,5,0,2006.0,2,528,0,54,0,0,0,0,0,6,2007,164700
287,50,77.0,9786,6,7,1962,1981,0.0,600,0,312,912,1085,649,0,1734,0,0,1,1,3,1,7,1,1962.0,2,440,0,0,0,0,128,0,0,6,2006,159000
288,20,,8125,4,4,1971,1971,0.0,614,0,244,858,858,0,0,858,0,0,1,0,3,1,5,0,,0,0,0,0,0,0,0,0,0,6,2006,88000
289,20,,9819,5,5,1967,1967,31.0,450,0,432,882,900,0,0,900,0,0,1,0,3,1,5,0,1970.0,1,280,0,0,0,0,0,0,0,2,2010,122000
290,70,60.0,8730,6,7,1915,2003,0.0,0,0,698,698,698,698,0,1396,0,0,1,0,3,1,7,0,2003.0,1,384,0,0,0,0,259,0,0,7,2007,153575
291,60,120.0,15611,8,5,2006,2006,0.0,0,0,1079,1079,1079,840,0,1919,0,0,2,1,3,1,8,1,2006.0,2,685,0,51,0,0,0,0,0,7,2006,233230
292,190,55.0,5687,5,6,1912,2000,0.0,210,0,570,780,936,780,0,1716,1,0,2,0,6,1,9,0,,0,0,0,184,0,0,0,0,0,3,2008,135900
293,50,60.0,11409,5,4,1949,2008,0.0,292,0,476,768,1148,568,0,1716,0,0,1,1,3,1,8,1,1949.0,1,281,0,0,0,0,160,0,0,1,2009,131000
294,60,,16659,7,7,1977,1994,34.0,795,0,0,795,1468,795,0,2263,1,0,2,1,3,1,9,1,1977.0,2,539,0,250,0,0,0,0,0,3,2006,235000
295,20,80.0,9600,6,5,1953,1953,238.0,1285,0,131,1416,1644,0,0,1644,1,0,1,0,3,1,7,2,1953.0,2,418,110,0,0,0,0,0,0,10,2009,167000
296,80,37.0,7937,6,6,1984,1984,0.0,819,0,184,1003,1003,0,0,1003,1,0,1,0,3,1,6,0,1984.0,2,588,120,0,0,0,0,0,0,3,2006,142500
297,50,75.0,13710,5,5,1950,1950,0.0,420,0,490,910,910,648,0,1558,0,0,1,1,4,1,6,0,1950.0,1,282,289,0,0,0,0,0,0,6,2007,152000
298,60,66.0,7399,7,5,1997,1998,1600.0,649,0,326,975,975,975,0,1950,0,0,2,1,3,1,7,1,1997.0,2,576,0,10,0,0,198,0,0,6,2007,239000
299,60,90.0,11700,6,6,1968,1968,365.0,384,175,143,702,1041,702,0,1743,0,1,1,2,3,1,7,1,1968.0,2,539,224,0,0,0,0,0,0,6,2007,175000
300,20,80.0,14000,6,8,1950,2004,0.0,0,0,1092,1092,1152,0,0,1152,0,1,1,0,3,1,6,1,1950.0,1,300,0,36,0,0,0,0,0,8,2009,158500
301,190,90.0,15750,5,5,1953,1953,56.0,841,0,324,1165,1336,0,0,1336,1,0,1,0,2,1,5,2,1953.0,1,375,0,0,0,0,0,0,0,6,2006,157000
